"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_part","BlockNumber","rt","stimulus","key_press","responses","question_order","button_pressed","InformedConsent","InitiationTime","MovementTime","TotalTime","start_time","PointRTLimit","ResponseCorrect","Feedback","TrialPoints","RuleBreak","PoliceCatch","ConformityCritical","PointAdvantage","TargetLocation","BlockadePosition","MouseStartX","MouseStartY","MouseEndX","MouseEndY","ScreenXMax","ScreenYMax","StartLocationX","StartLocationY","TargetLocationX","TargetLocationY","OppositeLocationX","OppositeLocationY","LocationMarkerXSize","LocationMarkerYSize","BlockadeLocationX","BlockadeLocationY","BlockadeXSize","BlockadeYSize","MouseX","MouseY","TrialTimeStamp","Target_Symbol","RuleType","Practice","TrialNumber","TrialNumberBlock","PointSum","RuleBreakRisk"
"rule-violation","62","438109","0.0-3.0-1.0-0.0-0.10","byszkmchdc0obfy","main","1","","","","","","","","481","167","648","437232","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","610","516.3666687011719","136","69.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","592,565,478,439,346,282,233,198,171,151,136","499.3666687011719,473.3666687011719,386.3666687011719,351.3666687011719,269.3666687011719,219.36666870117188,175.36666870117188,145.36666870117188,115.36666870117188,88.36666870117188,69.36666870117188","481,499,514,530,548,564,581,598,614,631,647","pawn","Everyday","0","11","11","10","15%"
"rule-violation","63","442101","0.0-3.0-1.0-0.0-0.11","byszkmchdc0obfy","main","1","","","","","","","","465","433","898","440996","642.2666666666667","true","richtig!","0","true","false","true","1","2","2","609","506.3666687011719","1109","50.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","646,701,771,854,929,1022,1085,1127,1148,1157,1161,1161,1162,1160,1157,1155,1151,1139,1125,1115,1112,1110,1109","470.3666687011719,429.3666687011719,389.3666687011719,339.3666687011719,289.3666687011719,213.36666870117188,143.36666870117188,81.36666870117188,52.366668701171875,37.366668701171875,33.366668701171875,31.366668701171875,30.366668701171875,27.366668701171875,25.366668701171875,25.366668701171875,29.366668701171875,35.366668701171875,40.366668701171875,43.366668701171875,47.366668701171875,49.366668701171875,50.366668701171875","465,482,499,515,532,549,565,582,599,615,632,648,732,748,765,782,799,815,832,848,865,882,898","pawn","Everyday","0","12","12","10","15%"
"rule-violation","64","445539","0.0-3.0-1.0-0.0-0.12","byszkmchdc0obfy","main","1","","","","","","","","456","200","656","444671","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","613","506.3666687011719","1109","69.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","648,704,765,826,946,1021,1071,1099,1113,1116,1114,1111,1109","469.3666687011719,413.3666687011719,363.3666687011719,304.3666687011719,219.36666870117188,170.36666870117188,132.36666870117188,101.36666870117188,85.36666870117188,77.36666870117188,73.36666870117188,71.36666870117188,69.36666870117188","456,472,489,505,522,539,556,571,588,604,622,639,656","king","Everyday","0","13","13","10","15%"
"rule-violation","65","453768","0.0-3.0-1.0-0.0-0.13","byszkmchdc0obfy","main","1","","","","","","","","606","449","1055","452484","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","609","517.3666687011719","123","48.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","561,505,438,355,221,149,112,101,101,111,123","467.3666687011719,395.3666687011719,315.3666687011719,232.36666870117188,113.36666870117188,54.366668701171875,15.366668701171875,0.366668701171875,7.366668701171875,24.366668701171875,48.366668701171875","606,622,639,656,672,689,705,723,1022,1038,1055","pawn","Corona","0","14","14","10","15%"
"rule-violation","66","458426","0.0-3.0-1.0-0.0-0.14","byszkmchdc0obfy","main","1","","","","","","","","401","583","984","457219","642.2666666666667","true","richtig!","0","true","false","true","10","1","1","604","505.3666687011719","132","41.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","569,497,389,303,152,77,24,31,50,67,90,96,113,123,128,131,132,132","468.3666687011719,407.3666687011719,310.3666687011719,236.36666870117188,116.36666870117188,55.366668701171875,10.366668701171875,1.366668701171875,6.366668701171875,13.366668701171875,19.366668701171875,21.366668701171875,27.366668701171875,30.366668701171875,33.366668701171875,36.366668701171875,37.366668701171875,41.366668701171875","401,418,434,452,468,485,501,736,751,768,784,801,818,835,852,868,884,984","pawn","Everyday","0","15","15","10","15%"
"rule-violation","67","461979","0.0-3.0-1.0-0.0-0.15","byszkmchdc0obfy","main","1","","","","","","","","370","350","720","461032","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","603","507.3666687011719","135","65.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","599,589,567,543,493,435,364,314,264,245,228,219,215,213,211,208,203,196,189,184,173,150,135","506.3666687011719,501.3666687011719,481.3666687011719,449.3666687011719,401.3666687011719,341.3666687011719,269.3666687011719,213.36666870117188,162.36666870117188,142.36666870117188,128.36666870117188,120.36666870117188,117.36666870117188,115.36666870117188,112.36666870117188,109.36666870117188,105.36666870117188,102.36666870117188,99.36666870117188,97.36666870117188,93.36666870117188,80.36666870117188,65.36666870117188","354,370,387,404,420,437,454,470,487,504,520,537,553,570,586,603,620,638,653,670,686,704,720","king","Everyday","0","16","16","10","15%"
"rule-violation","68","465799","0.0-3.0-1.0-0.0-0.16","byszkmchdc0obfy","main","1","","","","","","","","345","500","845","464739","642.2666666666667","true","richtig!","0","true","false","true","1","1","1","626","523.3666687011719","107","71.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","645,663,683,695,700,692,647,589,509,413,317,241,169,149,137,131,129,127,124,119,110,101,96,95,95,97,101,104,107","489.3666687011719,457.3666687011719,422.3666687011719,401.3666687011719,378.3666687011719,339.3666687011719,275.3666687011719,247.36666870117188,213.36666870117188,182.36666870117188,159.36666870117188,137.36666870117188,120.36666870117188,116.36666870117188,112.36666870117188,110.36666870117188,107.36666870117188,105.36666870117188,101.36666870117188,98.36666870117188,93.36666870117188,88.36666870117188,85.36666870117188,83.36666870117188,82.36666870117188,79.36666870117188,77.36666870117188,74.36666870117188,71.36666870117188","345,362,378,395,412,428,445,461,478,495,511,528,544,561,578,595,612,628,644,661,678,695,712,728,779,794,812,828,844","pawn","Everyday","0","17","17","10","15%"
"rule-violation","69","469419","0.0-3.0-1.0-0.0-0.17","byszkmchdc0obfy","main","1","","","","","","","","375","468","843","468357","642.2666666666667","true","richtig!","-20","true","true","true","1","1","1","606","521.3666687011719","133","42.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","577,507,432,359,297,237,193,161,153,151,150,147,144,139,132,130,129,129,127,126,125,125,127,129,130,132,133","473.3666687011719,372.3666687011719,291.3666687011719,221.36666870117188,168.36666870117188,110.36666870117188,69.36666870117188,42.366668701171875,34.366668701171875,30.366668701171875,27.366668701171875,24.366668701171875,21.366668701171875,17.366668701171875,13.366668701171875,13.366668701171875,13.366668701171875,13.366668701171875,16.366668701171875,22.366668701171875,25.366668701171875,27.366668701171875,29.366668701171875,32.366668701171875,35.366668701171875,39.366668701171875,42.366668701171875","375,392,409,426,443,459,475,492,509,526,543,559,575,592,609,625,642,691,708,725,742,758,775,791,808,825,842","king","Corona","0","18","18","-10","15%"
"rule-violation","70","472959","0.0-3.0-1.0-0.0-0.18","byszkmchdc0obfy","main","1","","","","","","","","565","99","664","472066","642.2666666666667","true","richtig!","-20","true","true","true","1","1","1","613","511.3666687011719","144","65.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","509,443,366,291,233,181,144","387.3666687011719,309.3666687011719,237.36666870117188,176.36666870117188,130.36666870117188,93.36666870117188,65.36666870117188","565,581,598,614,631,647,664","king","Everyday","0","19","19","-30","15%"
"rule-violation","71","476178","0.0-3.0-1.0-0.0-0.19","byszkmchdc0obfy","main","1","","","","","","","","350","99","449","475512","642.2666666666667","true","richtig!","10","true","false","true","10","1","1","613","507.3666687011719","138","43.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","546,483,402,323,243,171,138","419.3666687011719,344.3666687011719,245.36666870117188,170.36666870117188,107.36666870117188,63.366668701171875,43.366668701171875","350,367,384,399,417,433,449","king","Everyday","0","20","20","-20","15%"
"rule-violation","72","479709","0.0-3.0-1.0-0.0-0.20","byszkmchdc0obfy","main","1","","","","","","","","372","398","770","478723","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","613","514.3666687011719","1076","64.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","621,633,657,704,748,808,849,875,893,905,907,910,911,911,911,911,917,924,935,975,1011,1041,1076","495.3666687011719,472.3666687011719,427.3666687011719,357.3666687011719,299.3666687011719,204.36666870117188,160.36666870117188,139.36666870117188,125.36666870117188,116.36666870117188,113.36666870117188,109.36666870117188,107.36666870117188,106.36666870117188,105.36666870117188,105.36666870117188,95.36666870117188,88.36666870117188,84.36666870117188,76.36666870117188,71.36666870117188,67.36666870117188,64.36666870117188","372,388,405,421,438,454,471,488,505,521,537,555,571,588,605,655,671,688,704,720,738,754,770","pawn","Corona","0","21","21","-20","15%"
"rule-violation","73","483399","0.0-3.0-1.0-0.0-0.21","byszkmchdc0obfy","main","1","","","","","","","","413","366","779","482413","642.2666666666667","true","richtig!","0","true","false","true","10","2","2","613","504.3666687011719","1081","54.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","657,697,743,789,845,889,926,950,967,979,983,985,997,1013,1030,1047,1065,1081","461.3666687011719,411.3666687011719,345.3666687011719,275.3666687011719,184.36666870117188,135.36666870117188,103.36666870117188,89.36666870117188,83.36666870117188,79.36666870117188,77.36666870117188,76.36666870117188,75.36666870117188,71.36666870117188,67.36666870117188,63.366668701171875,59.366668701171875,54.366668701171875","412,429,446,462,480,496,513,529,546,563,579,596,696,713,729,746,763,779","pawn","Everyday","0","22","22","-20","15%"
"rule-violation","74","487229","0.0-3.0-1.0-0.0-0.22","byszkmchdc0obfy","main","1","","","","","","","","463","683","1146","485861","642.2666666666667","true","richtig!","0","true","false","true","10","2","2","619","505.3666687011719","1073","63.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","633,657,682,707,744,815,875,945,994,1019,1038,1053,1059,1060,1062,1064,1065,1068,1073","481.3666687011719,442.3666687011719,404.3666687011719,364.3666687011719,321.3666687011719,252.36666870117188,197.36666870117188,155.36666870117188,119.36666870117188,102.36666870117188,90.36666870117188,79.36666870117188,76.36666870117188,75.36666870117188,72.36666870117188,69.36666870117188,68.36666870117188,66.36666870117188,63.366668701171875","463,480,496,513,530,547,563,580,597,613,630,647,664,763,780,797,814,1130,1146","king","Corona","0","23","23","-20","15%"
"rule-violation","75","491109","0.0-3.0-1.0-0.0-0.23","byszkmchdc0obfy","main","1","","","","","","","","661","333","994","489911","642.2666666666667","true","richtig!","0","false","false","false","1","2","1","609","511.3666687011719","1078","81.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","636,679,731,811,859,902,929,947,963,968,973,977,979,982,990,1003,1027,1044,1055,1065,1078","488.3666687011719,452.3666687011719,411.3666687011719,333.3666687011719,291.3666687011719,253.36666870117188,225.36666870117188,208.36666870117188,196.36666870117188,185.36666870117188,174.36666870117188,169.36666870117188,167.36666870117188,164.36666870117188,161.36666870117188,153.36666870117188,135.36666870117188,119.36666870117188,105.36666870117188,93.36666870117188,81.36666870117188","661,677,695,711,728,745,761,778,794,811,829,845,861,877,894,911,928,945,961,978,994","king","Corona","0","24","24","-20","15%"
"rule-violation","76","495049","0.0-3.0-1.0-0.0-0.24","byszkmchdc0obfy","main","1","","","","","","","","670","500","1170","493668","642.2666666666667","true","richtig!","0","false","false","true","10","1","1","611","516.3666687011719","136","50.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","630,653,677,699,720,738,735,722,693,665,581,519,463,410,247,235,221,203,193,191,188,184,179,162,156,136","481.3666687011719,430.3666687011719,361.3666687011719,288.3666687011719,235.36666870117188,167.36666870117188,137.36666870117188,108.36666870117188,81.36666870117188,59.366668701171875,29.366668701171875,21.366668701171875,17.366668701171875,6.366668701171875,2.366668701171875,6.366668701171875,9.366668701171875,14.366668701171875,17.366668701171875,19.366668701171875,22.366668701171875,25.366668701171875,30.366668701171875,40.366668701171875,44.366668701171875,50.366668701171875","670,686,703,720,736,753,769,785,802,819,836,853,870,886,986,1003,1018,1036,1052,1070,1086,1102,1119,1135,1152,1170","pawn","Corona","0","25","25","-20","15%"
"rule-violation","77","499591","0.0-3.0-1.0-0.0-0.25","byszkmchdc0obfy","main","1","","","","","","","","447","1033","1480","497905","642.2666666666667","true","richtig!","0","false","false","true","1","1","1","616","511.3666687011719","113","60.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","635,657,678,713,741,758,775,777,769,751,688,617,533,431,342,247,111,51,23,7,11,34,58,79,93,101,103,113","467.3666687011719,418.3666687011719,369.3666687011719,313.3666687011719,274.3666687011719,241.36666870117188,205.36666870117188,183.36666870117188,163.36666870117188,149.36666870117188,119.36666870117188,96.36666870117188,72.36666870117188,49.366668701171875,39.366668701171875,37.366668701171875,37.366668701171875,43.366668701171875,47.366668701171875,51.366668701171875,53.366668701171875,52.366668701171875,52.366668701171875,53.366668701171875,56.366668701171875,59.366668701171875,61.366668701171875,60.366668701171875","447,464,481,497,515,531,547,564,580,597,614,631,647,664,681,696,714,731,747,764,964,980,997,1014,1031,1046,1063,1480","pawn","Corona","0","26","26","-20","15%"
"rule-violation","78","503423","0.0-3.0-1.0-0.0-0.26","byszkmchdc0obfy","main","1","","","","","","","","506","482","988","502228","642.2666666666667","true","richtig!","0","false","false","true","1","2","2","619","519.3666687011719","1076","78.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","605,583,550,516,481,466,463,472,488,510,561,687,777,857,929,986,1021,1046,1051,1053,1057,1062,1065,1069,1071,1076","495.3666687011719,452.3666687011719,389.3666687011719,320.3666687011719,245.36666870117188,201.36666870117188,171.36666870117188,143.36666870117188,120.36666870117188,101.36666870117188,76.36666870117188,51.366668701171875,48.366668701171875,47.366668701171875,46.366668701171875,64.36666870117188,77.36666870117188,89.36666870117188,91.36666870117188,92.36666870117188,93.36666870117188,95.36666870117188,94.36666870117188,91.36666870117188,88.36666870117188,78.36666870117188","506,522,539,555,572,589,606,622,639,655,672,689,706,722,739,756,772,789,805,822,905,922,939,956,972,988","king","Everyday","0","27","27","-20","15%"
"rule-violation","79","506619","0.0-3.0-1.0-0.0-0.27","byszkmchdc0obfy","main","1","","","","","","","","419","148","567","505831","642.2666666666667","true","richtig!","1","false","false","false","1","1","2","617","503.3666687011719","107","71.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","606,577,515,446,317,240,179,145,121,107","491.3666687011719,455.3666687011719,389.3666687011719,318.3666687011719,219.36666870117188,164.36666870117188,125.36666870117188,100.36666870117188,83.36666870117188,71.36666870117188","419,435,451,468,484,501,517,534,551,567","king","Corona","0","28","28","-19","15%"
"rule-violation","80","510209","0.0-3.0-1.0-0.0-0.28","byszkmchdc0obfy","main","1","","","","","","","","651","116","767","509230","642.2666666666667","true","richtig!","0","true","false","true","10","2","2","619","516.3666687011719","1076","75.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","634,705,771,833,896,953,1027,1076","488.3666687011719,433.3666687011719,382.3666687011719,302.3666687011719,232.36666870117188,163.36666870117188,99.36666870117188,75.36666870117188","651,667,684,701,717,733,750,767","king","Everyday","0","29","29","-19","15%"
"rule-violation","81","514029","0.0-3.0-1.0-0.0-0.29","byszkmchdc0obfy","main","1","","","","","","","","629","450","1079","512733","642.2666666666667","true","richtig!","0","false","false","true","1","2","2","607","515.3666687011719","1072","75.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","598,584,549,511,483,473,491,525,584,673,783,887,983,1022,1041,1049,1050,1053,1056,1063,1072","501.3666687011719,477.3666687011719,426.3666687011719,357.3666687011719,295.3666687011719,212.36666870117188,171.36666870117188,137.36666870117188,99.36666870117188,72.36666870117188,68.36666870117188,74.36666870117188,73.36666870117188,79.36666870117188,86.36666870117188,89.36666870117188,90.36666870117188,87.36666870117188,85.36666870117188,79.36666870117188,75.36666870117188","629,646,663,679,696,713,729,747,763,778,796,812,829,846,863,879,895,1028,1046,1062,1079","king","Corona","0","30","30","-19","15%"
"rule-violation","82","517383","0.0-3.0-1.0-0.0-0.30","byszkmchdc0obfy","main","1","","","","","","","","424","134","558","516603","642.2666666666667","true","richtig!","10","false","false","false","10","2","1","617","520.3666687011719","1078","63.366668701171875","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","645,686,725,779,848,959,1017,1041,1078","467.3666687011719,405.3666687011719,345.3666687011719,295.3666687011719,226.36666870117188,134.36666870117188,92.36666870117188,76.36666870117188,63.366668701171875","424,441,457,474,490,507,524,541,558","pawn","Corona","0","31","31","-9","15%"
"rule-violation","83","521166","0.0-3.0-1.0-0.0-0.31","byszkmchdc0obfy","main","1","","","","","","","","553","381","934","520007","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","601","507.3666687011719","125","57.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","483,402,296,191,97,55,31,27,25,25,25,24,24,22,19,17,17,17,30,48,72,97,125","404.3666687011719,333.3666687011719,256.3666687011719,188.36666870117188,128.36666870117188,105.36666870117188,93.36666870117188,90.36666870117188,88.36666870117188,87.36666870117188,86.36666870117188,86.36666870117188,85.36666870117188,83.36666870117188,80.36666870117188,77.36666870117188,77.36666870117188,77.36666870117188,74.36666870117188,69.36666870117188,64.36666870117188,59.366668701171875,57.366668701171875","553,569,585,601,618,635,652,669,685,702,717,734,769,784,802,818,835,851,867,884,901,918,934","pawn","Everyday","0","32","32","-9","15%"
"html-keyboard-response","84","528354","0.0-3.0-1.0-1.0","byszkmchdc0obfy","break","2","7188","<b>PAUSE</b><br><br><b>Block 1/2 geschafft! </b><br><br>Sie haben bisher insgesamt <b>-9 Punkte </b>erzielt. Sie können jetzt eine Pause einlegen.<br><br>WEITER mit ENTER","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rule-violation","85","532049","0.0-3.0-1.0-0.1-0.32","byszkmchdc0obfy","main","2","","","","","","","","422","367","789","531048","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","615","507.3666687011719","108","75.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","588,531,459,341,245,165,90,45,31,29,31,33,34,35,35,35,46,61,79,108","489.3666687011719,441.3666687011719,384.3666687011719,297.3666687011719,241.36666870117188,183.36666870117188,134.36666870117188,87.36666870117188,71.36666870117188,61.366668701171875,58.366668701171875,57.366668701171875,56.366668701171875,56.366668701171875,55.366668701171875,55.366668701171875,55.366668701171875,59.366668701171875,63.366668701171875,75.36666870117188","422,439,455,473,489,506,522,539,556,572,589,606,622,640,706,722,739,755,772,788","king","Corona","0","33","1","-9","15%"
"rule-violation","86","536869","0.0-3.0-1.0-0.1-0.33","byszkmchdc0obfy","main","2","","","","","","","","447","599","1046","535605","642.2666666666667","true","richtig!","0","true","false","true","10","1","1","607","511.3666687011719","110","69.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","570,539,469,390,269,195,142,111,97,94,93,94,101,110","481.3666687011719,447.3666687011719,384.3666687011719,309.3666687011719,201.36666870117188,144.36666870117188,103.36666870117188,82.36666870117188,71.36666870117188,69.36666870117188,69.36666870117188,69.36666870117188,69.36666870117188,69.36666870117188","447,464,481,497,513,531,546,564,581,597,614,1013,1029,1046","king","Corona","0","34","2","-9","15%"
"rule-violation","87","541188","0.0-3.0-1.0-0.1-0.34","byszkmchdc0obfy","main","2","","","","","","","","347","616","963","540003","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","623","511.3666687011719","128","60.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","615,595,532,464,377,320,277,259,251,249,247,247,247,245,243,243,241,218,201,185,170,160,157,156,151,128","500.3666687011719,471.3666687011719,401.3666687011719,325.3666687011719,240.36666870117188,191.36666870117188,151.36666870117188,135.36666870117188,125.36666870117188,122.36666870117188,121.36666870117188,118.36666870117188,115.36666870117188,111.36666870117188,109.36666870117188,109.36666870117188,108.36666870117188,97.36666870117188,89.36666870117188,84.36666870117188,78.36666870117188,73.36666870117188,71.36666870117188,71.36666870117188,69.36666870117188,60.366668701171875","346,364,381,398,413,430,447,463,480,497,513,529,546,563,580,598,647,664,680,698,714,730,747,763,946,963","pawn","Everyday","0","35","3","-9","15%"
"rule-violation","88","559647","0.0-3.0-1.0-0.1-0.35","byszkmchdc0obfy","main","2","","","","","","","","402","350","752","558673","642.2666666666667","true","richtig!","0","true","false","true","1","2","2","612","503.3666687011719","1109","81.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","632,669,733,841,929,991,1047,1099,1125,1141,1144,1142,1142,1141,1141,1140,1130,1109","479.3666687011719,442.3666687011719,393.3666687011719,332.3666687011719,287.3666687011719,235.36666870117188,172.36666870117188,117.36666870117188,95.36666870117188,83.36666870117188,82.36666870117188,83.36666870117188,84.36666870117188,84.36666870117188,84.36666870117188,84.36666870117188,84.36666870117188,81.36666870117188","402,418,435,452,468,486,502,518,535,552,568,618,636,652,701,718,735,752","king","Everyday","0","36","4","-9","15%"
"rule-violation","89","563563","0.0-3.0-1.0-0.1-0.36","byszkmchdc0obfy","main","2","","","","","","","","319","451","770","562587","642.2666666666667","true","richtig!","0","true","false","true","1","1","1","603","515.3666687011719","115","42.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","557,491,381,214,136,112,103,105,107,110,110,111,115","443.3666687011719,349.3666687011719,235.36666870117188,97.36666870117188,24.366668701171875,0.366668701171875,11.366668701171875,19.366668701171875,23.366668701171875,27.366668701171875,28.366668701171875,31.366668701171875,42.366668701171875","319,336,352,369,386,398,669,685,703,719,735,752,769","pawn","Everyday","0","37","5","-9","15%"
"rule-violation","90","567143","0.0-3.0-1.0-0.1-0.37","byszkmchdc0obfy","main","2","","","","","","","","379","399","778","566160","642.2666666666667","true","richtig!","0","true","false","true","10","1","1","601","509.3666687011719","107","45.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","549,471,335,249,155,91,69,83,96,107","427.3666687011719,341.3666687011719,203.36666870117188,125.36666870117188,51.366668701171875,12.366668701171875,2.366668701171875,19.366668701171875,35.366668701171875,45.366668701171875","379,394,411,428,444,461,729,744,761,778","pawn","Corona","0","38","6","-9","15%"
"rule-violation","91","571175","0.0-3.0-1.0-0.1-0.38","byszkmchdc0obfy","main","2","","","","","","","","474","666","1140","569829","642.2666666666667","true","richtig!","0","false","false","false","1","1","2","605","503.3666687011719","107","60.366668701171875","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","555,431,332,229,131,61,29,22,25,29,30,37,57,68,79,85,88,93,99,103,105,107","457.3666687011719,354.3666687011719,278.3666687011719,204.36666870117188,139.36666870117188,95.36666870117188,74.36666870117188,67.36666870117188,69.36666870117188,72.36666870117188,72.36666870117188,73.36666870117188,76.36666870117188,75.36666870117188,71.36666870117188,67.36666870117188,65.36666870117188,65.36666870117188,63.366668701171875,61.366668701171875,61.366668701171875,60.366668701171875","473,491,508,524,542,557,574,591,673,691,707,773,791,808,825,841,858,1074,1090,1108,1124,1140","king","Everyday","0","39","7","-9","15%"
"rule-violation","92","574924","0.0-3.0-1.0-0.1-0.39","byszkmchdc0obfy","main","2","","","","","","","","313","333","646","574055","642.2666666666667","true","richtig!","0","true","false","true","1","1","1","619","513.3666687011719","122","77.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","583,479,385,285,208,149,121,115,115,117,118,118,117,117,117,120,122","471.3666687011719,383.3666687011719,316.3666687011719,251.36666870117188,193.36666870117188,155.36666870117188,129.36666870117188,119.36666870117188,115.36666870117188,115.36666870117188,115.36666870117188,111.36666870117188,99.36666870117188,90.36666870117188,85.36666870117188,82.36666870117188,77.36666870117188","313,330,346,363,380,395,412,430,445,463,479,563,580,596,613,629,646","king","Corona","0","40","8","-9","15%"
"rule-violation","93","578465","0.0-3.0-1.0-0.1-0.40","byszkmchdc0obfy","main","2","","","","","","","","302","366","668","577581","642.2666666666667","true","richtig!","0","false","false","false","10","1","2","607","519.3666687011719","122","77.36666870117188","1216","576","587.52","494.08","106.23999999999995","40.96","1068.8","40.96","40.96","40.96","659.2","167.04000000000002","430.08","241.92","589,549,439,345,269,209,187,180,180,180,180,179,171,153,141,133,127,122","498.3666687011719,457.3666687011719,367.3666687011719,296.3666687011719,243.36666870117188,210.36666870117188,193.36666870117188,184.36666870117188,183.36666870117188,182.36666870117188,181.36666870117188,169.36666870117188,153.36666870117188,125.36666870117188,112.36666870117188,99.36666870117188,87.36666870117188,77.36666870117188","302,318,336,352,369,386,402,418,435,451,551,568,585,602,619,635,652,668","pawn","Everyday","0","41","9","-9","15%"
"rule-violation","94","581829","0.0-3.0-1.0-0.1-0.41","byszkmchdc0obfy","main","2","","","","","","","","412","133","545","581069","642.2666666666667","true","richtig!","10","false","false","false","10","2","1","601","509.3666687011719","1085","73.36666870117188","1216","576","587.52","494.08","1068.8","40.96","106.23999999999995","40.96","40.96","40.96","126.72000000000003","167.04000000000002","430.08","241.92","596,593,592,591,593,605,651,697,763,845,926,991,1085","506.3666687011719,505.3666687011719,503.3666687011719,501.3666687011719,491.3666687011719,477.3666687011719,423.3666687011719,369.3666687011719,315.3666687011719,257.3666687011719,203.36666870117188,143.36666870117188,73.36666870117188","345,362,379,396,412,428,446,462,479,497,513,529,545","king","Everyday","0","42","10","1","15%"
